Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Gene name,Gene start (bp),Gene end (bp),Chromosome/scaffold name,Exon region start (bp),Exon region end (bp),Exon rank in transcript,Exon stable ID,Strand
ENSG00000278550,ENSG00000278550.4,ENST00000382147,ENST00000382147.8,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1591566,1591699,3,ENSE00003735857,-1
ENSG00000278550,ENSG00000278550.4,ENST00000382147,ENST00000382147.8,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1575501,1575765,10,ENSE00003779311,-1
ENSG00000278550,ENSG00000278550.4,ENST00000382147,ENST00000382147.8,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1576597,1576720,9,ENSE00003750335,-1
ENSG00000278550,ENSG00000278550.4,ENST00000382147,ENST00000382147.8,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1593187,1593279,2,ENSE00003743851,-1
ENSG00000278550,ENSG00000278550.4,ENST00000382147,ENST00000382147.8,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1604740,1605085,1,ENSE00003776087,-1
ENSG00000278550,ENSG00000278550.4,ENST00000382147,ENST00000382147.8,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1578250,1578323,8,ENSE00003739130,-1
ENSG00000278550,ENSG00000278550.4,ENST00000382147,ENST00000382147.8,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1583204,1583336,7,ENSE00003717646,-1
ENSG00000278550,ENSG00000278550.4,ENST00000382147,ENST00000382147.8,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1585913,1586051,6,ENSE00001491057,-1
ENSG00000278550,ENSG00000278550.4,ENST00000382147,ENST00000382147.8,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1590802,1590948,5,ENSE00003727261,-1
ENSG00000278550,ENSG00000278550.4,ENST00000382147,ENST00000382147.8,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1591269,1591471,4,ENSE00003724341,-1
ENSG00000278550,ENSG00000278550.4,ENST00000632441,ENST00000632441.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1576603,1576720,2,ENSE00003776400,-1
ENSG00000278550,ENSG00000278550.4,ENST00000632441,ENST00000632441.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1578250,1578705,1,ENSE00003778108,-1
ENSG00000278550,ENSG00000278550.4,ENST00000633495,ENST00000633495.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1578254,1578323,2,ENSE00003778499,-1
ENSG00000278550,ENSG00000278550.4,ENST00000633495,ENST00000633495.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1583204,1583698,1,ENSE00003783377,-1
ENSG00000278550,ENSG00000278550.4,ENST00000616586,ENST00000616586.2,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1628114,1628250,1,ENSE00003752481,-1
ENSG00000278550,ENSG00000278550.4,ENST00000616586,ENST00000616586.2,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1585239,1586051,10,ENSE00003741318,-1
ENSG00000278550,ENSG00000278550.4,ENST00000616586,ENST00000616586.2,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1614979,1615034,4,ENSE00003776277,-1
ENSG00000278550,ENSG00000278550.4,ENST00000616586,ENST00000616586.2,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1590802,1590948,9,ENSE00003783765,-1
ENSG00000278550,ENSG00000278550.4,ENST00000616586,ENST00000616586.2,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1591269,1591471,8,ENSE00003782576,-1
ENSG00000278550,ENSG00000278550.4,ENST00000616586,ENST00000616586.2,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1591566,1591699,7,ENSE00003778156,-1
ENSG00000278550,ENSG00000278550.4,ENST00000616586,ENST00000616586.2,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1593187,1593279,6,ENSE00003779629,-1
ENSG00000278550,ENSG00000278550.4,ENST00000616586,ENST00000616586.2,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1613195,1613271,5,ENSE00003780622,-1
ENSG00000278550,ENSG00000278550.4,ENST00000616586,ENST00000616586.2,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1616562,1616769,3,ENSE00003780682,-1
ENSG00000278550,ENSG00000278550.4,ENST00000616586,ENST00000616586.2,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1627715,1627920,2,ENSE00003779740,-1
ENSG00000278550,ENSG00000278550.4,ENST00000632428,ENST00000632428.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1585239,1586051,10,ENSE00003741318,-1
ENSG00000278550,ENSG00000278550.4,ENST00000632428,ENST00000632428.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1590802,1590948,9,ENSE00003783765,-1
ENSG00000278550,ENSG00000278550.4,ENST00000632428,ENST00000632428.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1591269,1591471,8,ENSE00003782576,-1
ENSG00000278550,ENSG00000278550.4,ENST00000632428,ENST00000632428.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1591566,1591699,7,ENSE00003778156,-1
ENSG00000278550,ENSG00000278550.4,ENST00000632428,ENST00000632428.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1593187,1593279,6,ENSE00003779629,-1
ENSG00000278550,ENSG00000278550.4,ENST00000632428,ENST00000632428.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1613195,1613271,5,ENSE00003780622,-1
ENSG00000278550,ENSG00000278550.4,ENST00000632428,ENST00000632428.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1614979,1615034,4,ENSE00003776277,-1
ENSG00000278550,ENSG00000278550.4,ENST00000632428,ENST00000632428.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1616562,1616769,3,ENSE00003780682,-1
ENSG00000278550,ENSG00000278550.4,ENST00000632428,ENST00000632428.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1627715,1627920,2,ENSE00003779740,-1
ENSG00000278550,ENSG00000278550.4,ENST00000632428,ENST00000632428.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1628794,1628886,1,ENSE00003779548,-1
ENSG00000278550,ENSG00000278550.4,ENST00000633994,ENST00000633994.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1590850,1590948,8,ENSE00003778316,-1
ENSG00000278550,ENSG00000278550.4,ENST00000633994,ENST00000633994.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1591269,1591471,7,ENSE00003782576,-1
ENSG00000278550,ENSG00000278550.4,ENST00000633994,ENST00000633994.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1591566,1591699,6,ENSE00003778156,-1
ENSG00000278550,ENSG00000278550.4,ENST00000633994,ENST00000633994.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1593187,1593279,5,ENSE00003779629,-1
ENSG00000278550,ENSG00000278550.4,ENST00000633994,ENST00000633994.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1613195,1613271,4,ENSE00003780622,-1
ENSG00000278550,ENSG00000278550.4,ENST00000633994,ENST00000633994.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1614979,1615034,3,ENSE00003777448,-1
ENSG00000278550,ENSG00000278550.4,ENST00000633994,ENST00000633994.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1627715,1627920,2,ENSE00003781750,-1
ENSG00000278550,ENSG00000278550.4,ENST00000633994,ENST00000633994.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1628794,1628840,1,ENSE00003780194,-1
ENSG00000278550,ENSG00000278550.4,ENST00000634196,ENST00000634196.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1590907,1590948,5,ENSE00003779978,-1
ENSG00000278550,ENSG00000278550.4,ENST00000634196,ENST00000634196.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1591269,1591471,4,ENSE00003782576,-1
ENSG00000278550,ENSG00000278550.4,ENST00000634196,ENST00000634196.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1591566,1591699,3,ENSE00003778156,-1
ENSG00000278550,ENSG00000278550.4,ENST00000634196,ENST00000634196.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1593187,1593279,2,ENSE00003779629,-1
ENSG00000278550,ENSG00000278550.4,ENST00000634196,ENST00000634196.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1605193,1605276,1,ENSE00003782639,-1
ENSG00000278550,ENSG00000278550.4,ENST00000633255,ENST00000633255.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1591440,1591471,5,ENSE00003783217,-1
ENSG00000278550,ENSG00000278550.4,ENST00000633255,ENST00000633255.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1591566,1591699,4,ENSE00003778156,-1
ENSG00000278550,ENSG00000278550.4,ENST00000633255,ENST00000633255.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1593187,1593279,3,ENSE00003779629,-1
ENSG00000278550,ENSG00000278550.4,ENST00000633255,ENST00000633255.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1603105,1603207,2,ENSE00003780390,-1
ENSG00000278550,ENSG00000278550.4,ENST00000633255,ENST00000633255.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1604740,1604944,1,ENSE00003742987,-1
ENSG00000278550,ENSG00000278550.4,ENST00000631603,ENST00000631603.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1591622,1591699,7,ENSE00003775594,-1
ENSG00000278550,ENSG00000278550.4,ENST00000631603,ENST00000631603.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1593187,1593279,6,ENSE00003779629,-1
ENSG00000278550,ENSG00000278550.4,ENST00000631603,ENST00000631603.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1613195,1613271,5,ENSE00003780622,-1
ENSG00000278550,ENSG00000278550.4,ENST00000631603,ENST00000631603.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1614979,1615034,4,ENSE00003777049,-1
ENSG00000278550,ENSG00000278550.4,ENST00000631603,ENST00000631603.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1616562,1616630,3,ENSE00003776443,-1
ENSG00000278550,ENSG00000278550.4,ENST00000631603,ENST00000631603.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1616717,1616769,2,ENSE00003783861,-1
ENSG00000278550,ENSG00000278550.4,ENST00000631603,ENST00000631603.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1627715,1627911,1,ENSE00003777299,-1
ENSG00000278550,ENSG00000278550.4,ENST00000632084,ENST00000632084.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1616366,1616769,2,ENSE00003780961,-1
ENSG00000278550,ENSG00000278550.4,ENST00000632084,ENST00000632084.1,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1627715,1627799,1,ENSE00003775861,-1
ENSG00000278550,ENSG00000278550.4,ENST00000613070,ENST00000613070.4,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1574404,1575765,15,ENSE00001290563,-1
ENSG00000278550,ENSG00000278550.4,ENST00000613070,ENST00000613070.4,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1576597,1576720,14,ENSE00003750335,-1
ENSG00000278550,ENSG00000278550.4,ENST00000613070,ENST00000613070.4,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1578250,1578323,13,ENSE00003739130,-1
ENSG00000278550,ENSG00000278550.4,ENST00000613070,ENST00000613070.4,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1583204,1583336,12,ENSE00003717646,-1
ENSG00000278550,ENSG00000278550.4,ENST00000613070,ENST00000613070.4,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1585913,1586051,11,ENSE00001491057,-1
ENSG00000278550,ENSG00000278550.4,ENST00000613070,ENST00000613070.4,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1586949,1586960,10,ENSE00003736366,-1
ENSG00000278550,ENSG00000278550.4,ENST00000613070,ENST00000613070.4,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1590802,1590948,9,ENSE00003727261,-1
ENSG00000278550,ENSG00000278550.4,ENST00000613070,ENST00000613070.4,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1591269,1591471,8,ENSE00003724341,-1
ENSG00000278550,ENSG00000278550.4,ENST00000613070,ENST00000613070.4,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1591566,1591699,7,ENSE00003735857,-1
ENSG00000278550,ENSG00000278550.4,ENST00000613070,ENST00000613070.4,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1593187,1593279,6,ENSE00003743851,-1
ENSG00000278550,ENSG00000278550.4,ENST00000613070,ENST00000613070.4,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1613195,1613271,5,ENSE00003713275,-1
ENSG00000278550,ENSG00000278550.4,ENST00000613070,ENST00000613070.4,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1614979,1615034,4,ENSE00003748669,-1
ENSG00000278550,ENSG00000278550.4,ENST00000613070,ENST00000613070.4,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1616562,1616769,3,ENSE00003720564,-1
ENSG00000278550,ENSG00000278550.4,ENST00000613070,ENST00000613070.4,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1627715,1627920,2,ENSE00003781750,-1
ENSG00000278550,ENSG00000278550.4,ENST00000613070,ENST00000613070.4,SLC43A2,1569973,1628886,CHR_HSCHR17_1_CTG2,1628794,1628836,1,ENSE00003747703,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8465466,8465675,29,ENSE00003787109,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8470995,8471085,28,ENSE00003790711,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8484119,8484378,27,ENSE00003787728,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8485227,8485324,26,ENSE00003787943,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8485762,8486349,25,ENSE00003789841,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8492862,8492979,24,ENSE00003787551,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8497242,8497268,23,ENSE00003790427,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8499647,8499840,22,ENSE00003785742,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8500754,8501059,21,ENSE00003786692,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8523513,8523524,16,ENSE00003788010,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8375936,8376090,36,ENSE00003785617,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8376607,8376726,35,ENSE00003784963,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8389232,8389407,34,ENSE00003789776,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8524925,8525035,15,ENSE00003787433,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8526627,8526644,14,ENSE00003790059,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8527345,8527353,13,ENSE00003790016,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8528591,8528779,12,ENSE00003787725,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8633317,8633458,11,ENSE00003791232,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8636699,8636844,10,ENSE00003787965,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8733780,8733946,9,ENSE00003784686,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,9023517,9023555,8,ENSE00003785021,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,9183304,9183363,7,ENSE00003891297,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,9397449,9397482,6,ENSE00003891896,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,9574732,9574781,5,ENSE00003889777,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,9734533,9734571,4,ENSE00003894579,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,9766810,9766851,3,ENSE00003893411,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,9938507,9938610,2,ENSE00003889692,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,10033718,10033790,1,ENSE00003892383,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8314246,8317942,43,ENSE00003786276,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8338922,8339047,40,ENSE00003789244,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8340343,8340469,39,ENSE00003788793,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8341090,8341268,38,ENSE00003784507,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8341693,8341978,37,ENSE00003786486,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8404537,8404660,33,ENSE00003788620,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8504261,8504405,20,ENSE00003784453,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8507301,8507434,19,ENSE00003784865,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8436592,8436689,32,ENSE00003791384,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8517848,8518429,18,ENSE00003785030,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8449725,8449837,31,ENSE00003788568,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8319831,8319966,42,ENSE00003786454,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8331582,8331736,41,ENSE00003784361,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8460411,8460571,30,ENSE00003784340,-1
ENSG00000282932,ENSG00000282932.4,ENST00000634556,ENST00000634556.2,PTPRD,8314246,10612723,CHR_HSCHR9_1_CTG6,8521277,8521546,17,ENSE00003790279,-1
